order_number,site,carrier,gpu,cpu,ordered,case_on,motherboard_on,cpu_on,ram_on,memory_on,gpu_on,packaged,delivered
11187,Aurora,WarpSpeed Delivery,Chimera 3020,Ghidora 12,"01/13/2021, 03:44:24","01/13/2021, 03:48:54","01/13/2021, 03:53:13","01/13/2021, 04:04:24","01/13/2021, 04:10:08","01/13/2021, 04:18:34","01/13/2021, 04:28:58","01/13/2021, 04:31:36","01/18/2021, 07:51:04"
11188,Aurora,HyperDrive Carriers,Chimera 3020,Mothra 4,"01/13/2021, 03:48:38","01/13/2021, 03:52:56","01/13/2021, 03:57:09","01/13/2021, 04:03:07","01/13/2021, 04:09:32","01/13/2021, 04:16:32","01/13/2021, 04:26:02","01/13/2021, 04:29:47","01/20/2021, 13:39:24"
11189,Roswell,WarpSpeed Delivery,Hydra 2080,Gojira 5,"01/13/2021, 04:07:05","01/13/2021, 04:14:39","01/13/2021, 04:20:04","01/13/2021, 04:26:35","01/13/2021, 04:31:01","01/13/2021, 04:39:42","01/13/2021, 04:47:09","01/13/2021, 05:03:20","01/17/2021, 22:28:13"
11190,Area 51,WarpSpeed Delivery,Chimera 2080,Gojira 5,"01/13/2021, 04:59:59","01/13/2021, 05:06:36","01/13/2021, 05:11:10","01/13/2021, 05:14:36","01/13/2021, 05:19:48","01/13/2021, 05:28:33","01/13/2021, 05:36:46","01/13/2021, 05:39:30","01/19/2021, 08:47:19"
11191,Roswell,WarpSpeed Delivery,Hydra 2080,Ghidora 12,"01/13/2021, 05:00:46","01/13/2021, 05:06:54","01/13/2021, 05:11:04","01/13/2021, 05:19:15","01/13/2021, 05:23:36","01/13/2021, 05:32:22","01/13/2021, 05:41:21","01/13/2021, 05:48:19","01/18/2021, 18:45:37"
11192,Aurora,WarpSpeed Delivery,Chimera 3020,Mothra 4,"01/13/2021, 05:05:46","01/13/2021, 05:08:56","01/13/2021, 05:13:20","01/13/2021, 05:25:00","01/13/2021, 05:29:19","01/13/2021, 05:38:00","01/13/2021, 05:48:32","01/13/2021, 05:51:18","01/17/2021, 08:46:49"
11193,Area 51,WarpSpeed Delivery,Hydra 2080,Ghidora 12,"01/13/2021, 06:04:03","01/13/2021, 06:10:07","01/13/2021, 06:14:15","01/16/2021, 01:09:45","01/16/2021, 01:15:18","01/16/2021, 01:23:34","01/16/2021, 01:33:42","01/16/2021, 01:36:31","01/20/2021, 19:16:51"
11194,Roswell,WarpSpeed Delivery,Chimera 2080,Mothra 4,"01/13/2021, 06:07:15","01/13/2021, 06:12:19","01/13/2021, 06:17:10","01/13/2021, 06:29:51","01/13/2021, 06:34:19","01/13/2021, 06:41:57","01/17/2021, 13:39:02","01/17/2021, 13:48:40","01/23/2021, 04:06:04"
11195,Area 51,WarpSpeed Delivery,Chimera 3020,Gojira 5,"01/13/2021, 06:39:34","01/13/2021, 06:43:33","01/13/2021, 06:48:32","01/13/2021, 06:55:45","01/13/2021, 06:59:42","01/13/2021, 07:08:42","01/13/2021, 07:16:16","01/13/2021, 07:20:25","01/17/2021, 22:08:45"
11196,Roswell,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/13/2021, 07:32:33","01/13/2021, 07:39:49","01/13/2021, 07:44:11","01/13/2021, 07:49:23","01/13/2021, 07:54:59","01/13/2021, 08:04:07","01/13/2021, 08:11:41","01/13/2021, 08:17:27","01/23/2021, 02:17:25"
11197,Aurora,TimeTraveler Mail,Chimera 3020,Gojira 5,"01/13/2021, 07:37:48","01/13/2021, 07:43:08","01/13/2021, 07:47:59","01/13/2021, 07:59:05","01/13/2021, 08:02:36","01/13/2021, 08:08:43","01/13/2021, 08:17:44","01/13/2021, 08:20:42","01/16/2021, 18:55:06"
11198,Roswell,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/13/2021, 07:49:46","01/13/2021, 07:54:08","01/13/2021, 08:00:08","01/13/2021, 08:07:45","01/13/2021, 08:13:03","01/13/2021, 08:20:10","01/13/2021, 08:29:54","01/13/2021, 08:46:54","01/18/2021, 12:41:35"
11199,Area 51,HyperDrive Carriers,Hydra 2080,Ghidora 12,"01/13/2021, 08:22:56","01/13/2021, 08:27:39","01/13/2021, 08:31:38","01/13/2021, 08:38:02","01/13/2021, 08:41:52","01/13/2021, 08:49:03","01/13/2021, 08:55:55","01/13/2021, 08:59:14","01/22/2021, 05:56:30"
11200,Roswell,HyperDrive Carriers,Chimera 2080,Ghidora 12,"01/13/2021, 08:24:37","01/13/2021, 08:31:30","01/13/2021, 08:35:55","01/16/2021, 11:00:44","01/16/2021, 11:07:31","01/16/2021, 11:15:29","01/16/2021, 11:24:23","01/16/2021, 11:29:25","01/23/2021, 13:47:24"
11201,Aurora,WarpSpeed Delivery,Chimera 3020,Ghidora 12,"01/13/2021, 08:34:18","01/13/2021, 08:39:33","01/13/2021, 08:44:14","01/13/2021, 08:54:17","01/13/2021, 08:57:43","01/13/2021, 09:06:15","01/13/2021, 09:14:40","01/13/2021, 09:17:58","01/19/2021, 00:06:42"
11202,Roswell,HyperDrive Carriers,Chimera 3020,Mothra 4,"01/13/2021, 08:51:04","01/13/2021, 08:54:14","01/13/2021, 08:58:31","01/13/2021, 09:06:35","01/13/2021, 09:09:35","01/13/2021, 09:18:07","01/13/2021, 09:27:01","01/13/2021, 09:39:59","01/20/2021, 09:19:03"
11203,Area 51,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/13/2021, 09:22:36","01/13/2021, 09:27:46","01/13/2021, 09:33:50","01/13/2021, 09:40:11","01/13/2021, 09:43:47","01/13/2021, 09:50:20","01/13/2021, 09:57:59","01/13/2021, 10:00:41","01/17/2021, 19:35:41"
11204,Roswell,TimeTraveler Mail,Hydra 2080,Gojira 5,"01/13/2021, 09:30:12","01/13/2021, 09:34:21","01/13/2021, 09:37:40","01/13/2021, 09:44:00","01/13/2021, 09:48:40","01/13/2021, 09:55:16","01/13/2021, 10:07:54","01/13/2021, 10:20:59","01/17/2021, 19:26:14"
11205,Aurora,HyperDrive Carriers,Chimera 2080,Mothra 4,"01/13/2021, 09:32:49","01/13/2021, 09:36:06","01/13/2021, 09:40:27","01/13/2021, 09:47:31","01/13/2021, 09:51:13","01/13/2021, 09:57:17","01/13/2021, 10:05:57","01/13/2021, 10:10:13","01/22/2021, 02:40:12"
11206,Roswell,WarpSpeed Delivery,Hydra 2080,Gojira 5,"01/13/2021, 10:21:52","01/13/2021, 10:28:30","01/13/2021, 10:32:43","01/13/2021, 10:40:39","01/13/2021, 10:47:07","01/13/2021, 10:54:39","01/13/2021, 11:03:46","01/13/2021, 11:11:14","01/18/2021, 22:16:34"
11207,Area 51,TimeTraveler Mail,Chimera 3020,Gojira 5,"01/13/2021, 10:33:54","01/13/2021, 10:39:59","01/13/2021, 10:44:03","01/13/2021, 10:50:51","01/13/2021, 10:54:49","01/13/2021, 11:02:47","01/13/2021, 11:13:17","01/13/2021, 11:16:51","01/18/2021, 00:16:09"
11208,Aurora,TimeTraveler Mail,Chimera 3020,Gojira 5,"01/13/2021, 10:53:13","01/13/2021, 10:59:20","01/13/2021, 11:05:01","01/13/2021, 11:17:44","01/14/2021, 11:00:11","01/14/2021, 11:08:40","01/14/2021, 11:17:27","01/14/2021, 11:20:31","01/18/2021, 15:23:06"
11209,Area 51,TimeTraveler Mail,Chimera 3020,Mothra 4,"01/13/2021, 11:10:05","01/13/2021, 11:14:57","01/13/2021, 11:20:14","01/13/2021, 11:24:58","01/13/2021, 11:29:08","01/13/2021, 11:37:37","01/13/2021, 11:47:13","01/13/2021, 11:50:57","01/18/2021, 13:24:44"
11210,Roswell,HyperDrive Carriers,Hydra 2080,Ghidora 12,"01/13/2021, 11:26:00","01/13/2021, 11:31:03","01/13/2021, 11:33:52","01/13/2021, 11:41:56","01/13/2021, 11:46:47","01/13/2021, 11:54:58","01/13/2021, 12:06:47","01/13/2021, 12:13:07","01/21/2021, 05:57:55"
11211,Roswell,HyperDrive Carriers,Chimera 3020,Gojira 5,"01/13/2021, 11:26:43","01/13/2021, 11:31:44","01/13/2021, 11:35:53","01/13/2021, 11:48:32","01/13/2021, 11:52:43","01/13/2021, 12:00:33","01/13/2021, 12:07:53","01/13/2021, 12:21:23","01/21/2021, 10:51:15"
11212,Area 51,HyperDrive Carriers,Chimera 3020,Mothra 4,"01/13/2021, 11:28:07","01/13/2021, 11:32:26","01/13/2021, 11:38:04","01/13/2021, 11:41:58","01/13/2021, 11:46:35","01/13/2021, 11:53:49","01/13/2021, 12:04:22","01/13/2021, 12:08:08","01/20/2021, 03:53:23"
11213,Roswell,WarpSpeed Delivery,Chimera 3020,Mothra 4,"01/13/2021, 11:35:00","01/13/2021, 11:39:21","01/13/2021, 11:44:33","01/13/2021, 11:51:18","01/13/2021, 11:54:56","01/13/2021, 12:03:50","01/13/2021, 12:11:32","01/13/2021, 12:27:56","01/19/2021, 09:28:01"
11214,Area 51,TimeTraveler Mail,Hydra 2080,Ghidora 12,"01/13/2021, 11:40:52","01/13/2021, 11:44:02","01/13/2021, 11:48:59","01/16/2021, 06:17:55","01/16/2021, 06:22:59","01/16/2021, 06:28:49","01/16/2021, 06:37:49","01/16/2021, 06:40:40","01/21/2021, 17:11:08"
11215,Roswell,WarpSpeed Delivery,Hydra 2080,Ghidora 12,"01/13/2021, 12:13:28","01/13/2021, 12:17:30","01/13/2021, 12:21:13","01/13/2021, 12:29:32","01/13/2021, 12:34:31","01/13/2021, 12:43:11","01/13/2021, 12:53:48","01/13/2021, 13:05:02","01/18/2021, 02:36:03"
11216,Area 51,HyperDrive Carriers,Chimera 3020,Ghidora 12,"01/13/2021, 12:21:04","01/13/2021, 12:24:38","01/13/2021, 12:28:31","01/13/2021, 12:37:37","01/13/2021, 12:43:18","01/13/2021, 12:52:04","01/13/2021, 13:01:41","01/13/2021, 13:04:18","01/22/2021, 05:35:53"
11217,Aurora,TimeTraveler Mail,Chimera 2080,Ghidora 12,"01/13/2021, 12:22:15","01/13/2021, 12:26:54","01/13/2021, 12:29:42","01/13/2021, 12:36:24","01/13/2021, 12:39:37","01/13/2021, 12:47:42","01/17/2021, 21:00:54","01/17/2021, 21:04:41","01/24/2021, 13:54:19"
11218,Aurora,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/13/2021, 12:57:51","01/13/2021, 13:02:18","01/13/2021, 13:06:07","01/13/2021, 13:13:02","01/13/2021, 13:17:44","01/13/2021, 13:26:05","01/13/2021, 13:35:32","01/13/2021, 13:38:59","01/17/2021, 20:01:23"
11219,Aurora,TimeTraveler Mail,Chimera 2080,Ghidora 12,"01/13/2021, 13:13:18","01/13/2021, 13:17:38","01/13/2021, 13:22:26","01/15/2021, 22:43:56","01/15/2021, 22:47:42","01/15/2021, 22:57:42","01/15/2021, 23:05:28","01/15/2021, 23:09:41","01/20/2021, 18:40:22"
11220,Area 51,TimeTraveler Mail,Hydra 2080,Gojira 5,"01/13/2021, 13:30:01","01/13/2021, 13:34:57","01/13/2021, 13:39:54","01/13/2021, 13:46:16","01/13/2021, 13:51:30","01/13/2021, 13:59:45","01/13/2021, 14:10:33","01/13/2021, 14:14:06","01/19/2021, 06:28:32"
11221,Aurora,HyperDrive Carriers,Chimera 2080,Mothra 4,"01/13/2021, 13:42:41","01/13/2021, 13:46:14","01/13/2021, 13:51:07","01/13/2021, 13:59:02","01/13/2021, 14:03:36","01/13/2021, 14:11:28","01/17/2021, 10:32:15","01/17/2021, 10:35:26","01/25/2021, 09:28:06"
11222,Aurora,HyperDrive Carriers,Chimera 3020,Mothra 4,"01/13/2021, 13:44:36","01/13/2021, 13:51:44","01/13/2021, 13:55:51","01/13/2021, 14:00:03","01/13/2021, 14:02:43","01/13/2021, 14:11:00","01/13/2021, 14:20:07","01/13/2021, 14:22:56","01/21/2021, 17:03:02"
11223,Area 51,HyperDrive Carriers,Chimera 3020,Mothra 4,"01/13/2021, 13:44:54","01/13/2021, 13:50:53","01/13/2021, 13:54:37","01/13/2021, 14:01:13","01/13/2021, 14:05:50","01/13/2021, 14:14:32","01/13/2021, 14:24:13","01/13/2021, 14:27:59","01/20/2021, 21:09:22"
11224,Area 51,HyperDrive Carriers,Chimera 3020,Gojira 5,"01/13/2021, 13:46:58","01/13/2021, 13:50:59","01/13/2021, 13:54:28","01/13/2021, 14:02:15","01/13/2021, 14:06:31","01/13/2021, 14:14:31","01/13/2021, 14:23:57","01/13/2021, 14:30:14","01/19/2021, 19:00:40"
11225,Area 51,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/13/2021, 13:55:41","01/13/2021, 14:00:09","01/13/2021, 14:03:51","01/13/2021, 14:13:06","01/13/2021, 14:17:24","01/13/2021, 14:26:01","01/13/2021, 14:36:45","01/13/2021, 14:40:24","01/22/2021, 09:09:07"
11226,Area 51,WarpSpeed Delivery,Hydra 2080,Gojira 5,"01/13/2021, 14:01:55","01/13/2021, 14:06:22","01/13/2021, 14:10:43","01/13/2021, 14:21:20","01/13/2021, 14:24:06","01/13/2021, 14:31:53","01/13/2021, 14:41:45","01/13/2021, 14:45:09","01/16/2021, 16:16:09"
11227,Aurora,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/13/2021, 14:13:05","01/13/2021, 14:19:10","01/13/2021, 14:25:10","01/13/2021, 14:33:24","01/14/2021, 14:46:20","01/14/2021, 14:52:42","01/14/2021, 15:00:32","01/14/2021, 15:04:21","01/18/2021, 20:54:30"
11228,Aurora,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/13/2021, 14:37:37","01/13/2021, 14:45:21","01/13/2021, 14:50:02","01/13/2021, 14:57:06","01/14/2021, 15:24:36","01/14/2021, 15:33:29","01/14/2021, 15:44:21","01/14/2021, 15:48:00","01/19/2021, 00:40:37"
11229,Roswell,WarpSpeed Delivery,Hydra 2080,Ghidora 12,"01/13/2021, 14:47:35","01/13/2021, 14:51:41","01/13/2021, 14:55:54","01/13/2021, 15:01:25","01/13/2021, 15:05:17","01/13/2021, 15:13:06","01/13/2021, 15:25:09","01/13/2021, 15:39:43","01/17/2021, 12:43:29"
11230,Roswell,WarpSpeed Delivery,Chimera 3020,Mothra 4,"01/13/2021, 14:57:15","01/13/2021, 15:02:04","01/13/2021, 15:07:10","01/13/2021, 15:15:03","01/13/2021, 15:18:53","01/13/2021, 15:26:07","01/13/2021, 15:38:01","01/13/2021, 15:43:16","01/18/2021, 19:31:43"
11231,Aurora,WarpSpeed Delivery,Chimera 3020,Ghidora 12,"01/13/2021, 15:02:53","01/13/2021, 15:07:06","01/13/2021, 15:11:43","01/13/2021, 15:15:57","01/13/2021, 15:20:20","01/13/2021, 15:27:51","01/13/2021, 15:40:04","01/13/2021, 15:43:56","01/18/2021, 01:48:09"
11232,Aurora,TimeTraveler Mail,Chimera 3020,Mothra 4,"01/13/2021, 15:12:26","01/13/2021, 15:18:05","01/13/2021, 15:21:37","01/13/2021, 15:29:24","01/13/2021, 15:31:58","01/13/2021, 15:40:22","01/13/2021, 15:47:45","01/13/2021, 15:50:20","01/20/2021, 05:35:19"
11233,Roswell,HyperDrive Carriers,Chimera 3020,Gojira 5,"01/13/2021, 15:23:57","01/13/2021, 15:29:50","01/13/2021, 15:34:59","01/13/2021, 15:44:32","01/13/2021, 15:49:17","01/13/2021, 15:58:07","01/13/2021, 16:09:34","01/13/2021, 16:25:33","01/21/2021, 02:34:41"
11234,Roswell,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/13/2021, 15:41:17","01/13/2021, 15:46:19","01/13/2021, 15:51:19","01/13/2021, 15:59:54","01/13/2021, 16:04:47","01/13/2021, 16:14:04","01/13/2021, 16:25:08","01/13/2021, 16:38:00","01/18/2021, 21:45:50"
11235,Roswell,TimeTraveler Mail,Hydra 2080,Gojira 5,"01/13/2021, 15:42:10","01/13/2021, 15:46:48","01/13/2021, 15:49:54","01/13/2021, 15:57:18","01/13/2021, 16:01:18","01/13/2021, 16:09:43","01/13/2021, 16:20:38","01/13/2021, 16:33:26","01/18/2021, 22:28:36"
11236,Roswell,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/13/2021, 15:43:53","01/13/2021, 15:49:22","01/13/2021, 15:54:06","01/13/2021, 15:59:23","01/13/2021, 16:03:18","01/13/2021, 16:09:42","01/13/2021, 16:22:34","01/13/2021, 16:38:41","01/17/2021, 15:38:31"
11237,Roswell,WarpSpeed Delivery,Chimera 3020,Ghidora 12,"01/13/2021, 16:06:19","01/13/2021, 16:12:10","01/13/2021, 16:16:05","01/17/2021, 03:50:56","01/17/2021, 03:55:49","01/17/2021, 04:04:13","01/17/2021, 04:12:57","01/17/2021, 04:18:13","01/22/2021, 19:22:29"
11238,Area 51,TimeTraveler Mail,Hydra 2080,Gojira 5,"01/13/2021, 16:17:33","01/13/2021, 16:23:12","01/13/2021, 16:26:33","01/13/2021, 16:32:56","01/13/2021, 16:36:10","01/13/2021, 16:43:32","01/13/2021, 16:53:32","01/13/2021, 16:57:15","01/19/2021, 16:14:01"
11239,Aurora,TimeTraveler Mail,Chimera 3020,Mothra 4,"01/13/2021, 16:40:12","01/13/2021, 16:47:14","01/13/2021, 16:51:22","01/13/2021, 17:02:05","01/13/2021, 17:06:26","01/13/2021, 17:13:37","01/13/2021, 17:25:22","01/13/2021, 17:29:12","01/18/2021, 18:13:04"
11240,Roswell,HyperDrive Carriers,Chimera 2080,Gojira 5,"01/13/2021, 16:51:50","01/13/2021, 16:55:30","01/13/2021, 17:00:43","01/13/2021, 17:07:55","01/13/2021, 17:13:19","01/13/2021, 17:21:32","01/13/2021, 17:29:50","01/13/2021, 17:34:10","01/22/2021, 07:39:23"
11241,Aurora,TimeTraveler Mail,Hydra 2080,Gojira 5,"01/13/2021, 16:56:06","01/13/2021, 17:02:14","01/13/2021, 17:06:08","01/13/2021, 17:15:25","01/13/2021, 17:20:01","01/13/2021, 17:26:26","01/13/2021, 17:35:09","01/13/2021, 17:38:03","01/19/2021, 01:10:45"
11242,Roswell,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/13/2021, 16:56:19","01/13/2021, 17:03:30","01/13/2021, 17:09:11","01/13/2021, 17:18:44","01/13/2021, 17:24:45","01/13/2021, 17:32:35","01/13/2021, 17:43:55","01/13/2021, 17:55:22","01/17/2021, 00:47:55"
11243,Aurora,HyperDrive Carriers,Chimera 3020,Ghidora 12,"01/13/2021, 17:03:27","01/13/2021, 17:09:33","01/13/2021, 17:13:25","01/16/2021, 05:58:07","01/16/2021, 06:00:14","01/16/2021, 06:07:04","01/16/2021, 06:18:39","01/16/2021, 06:22:01","01/25/2021, 08:09:13"
11244,Area 51,HyperDrive Carriers,Chimera 3020,Mothra 4,"01/13/2021, 17:05:53","01/13/2021, 17:11:33","01/13/2021, 17:15:37","01/13/2021, 17:20:36","01/13/2021, 17:25:59","01/13/2021, 17:35:26","01/13/2021, 17:44:21","01/13/2021, 17:47:09","01/22/2021, 05:58:58"
11245,Aurora,TimeTraveler Mail,Hydra 2080,Gojira 5,"01/13/2021, 17:18:02","01/13/2021, 17:20:46","01/13/2021, 17:25:07","01/13/2021, 17:33:23","01/13/2021, 17:36:59","01/13/2021, 17:44:11","01/13/2021, 17:55:32","01/13/2021, 17:58:42","01/18/2021, 18:14:32"
11246,Aurora,TimeTraveler Mail,Chimera 2080,Mothra 4,"01/13/2021, 17:23:05","01/13/2021, 17:29:54","01/13/2021, 17:35:32","01/13/2021, 17:40:36","01/13/2021, 17:43:43","01/13/2021, 17:51:13","01/17/2021, 19:30:41","01/17/2021, 19:33:58","01/21/2021, 15:28:33"
11247,Area 51,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/13/2021, 17:38:26","01/13/2021, 17:43:52","01/13/2021, 17:48:53","01/13/2021, 17:55:06","01/13/2021, 17:57:54","01/13/2021, 18:04:27","01/13/2021, 18:15:28","01/13/2021, 18:18:52","01/22/2021, 02:59:45"
11248,Roswell,WarpSpeed Delivery,Hydra 2080,Gojira 5,"01/13/2021, 17:53:18","01/13/2021, 17:57:02","01/13/2021, 18:01:03","01/13/2021, 18:06:58","01/13/2021, 18:11:13","01/13/2021, 18:18:35","01/13/2021, 18:26:50","01/13/2021, 18:44:48","01/17/2021, 23:02:35"
11249,Area 51,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/13/2021, 17:54:30","01/13/2021, 17:58:21","01/13/2021, 18:01:57","01/13/2021, 18:11:53","01/13/2021, 18:15:27","01/13/2021, 18:23:54","01/13/2021, 18:31:49","01/13/2021, 18:34:54","01/22/2021, 16:12:57"
11250,Aurora,TimeTraveler Mail,Hydra 2080,Ghidora 12,"01/13/2021, 18:05:15","01/13/2021, 18:08:46","01/13/2021, 18:12:05","01/13/2021, 18:16:20","01/13/2021, 18:20:53","01/13/2021, 18:29:06","01/13/2021, 18:39:52","01/13/2021, 18:44:06","01/19/2021, 00:04:18"
11251,Roswell,TimeTraveler Mail,Hydra 2080,Ghidora 12,"01/13/2021, 18:09:42","01/13/2021, 18:13:53","01/13/2021, 18:19:05","01/13/2021, 18:25:34","01/13/2021, 18:29:31","01/13/2021, 18:36:26","01/13/2021, 18:45:22","01/13/2021, 19:00:43","01/18/2021, 10:15:03"
11252,Area 51,WarpSpeed Delivery,Chimera 3020,Ghidora 12,"01/13/2021, 18:15:48","01/13/2021, 18:21:15","01/13/2021, 18:25:09","01/13/2021, 18:32:56","01/13/2021, 18:38:47","01/13/2021, 18:45:50","01/13/2021, 18:56:50","01/13/2021, 19:00:48","01/17/2021, 02:41:12"
11253,Aurora,HyperDrive Carriers,Hydra 2080,Gojira 5,"01/13/2021, 18:18:57","01/13/2021, 18:22:43","01/13/2021, 18:28:11","01/13/2021, 18:36:09","01/13/2021, 18:40:47","01/13/2021, 18:48:58","01/13/2021, 19:01:56","01/13/2021, 19:05:11","01/20/2021, 09:05:33"
11254,Aurora,TimeTraveler Mail,Hydra 2080,Ghidora 12,"01/13/2021, 19:01:07","01/13/2021, 19:05:25","01/13/2021, 19:08:50","01/16/2021, 11:38:42","01/16/2021, 11:42:08","01/16/2021, 11:50:22","01/16/2021, 12:00:19","01/16/2021, 12:03:40","01/20/2021, 13:28:10"
11255,Area 51,HyperDrive Carriers,Hydra 2080,Gojira 5,"01/13/2021, 19:04:43","01/13/2021, 19:08:38","01/13/2021, 19:13:43","01/13/2021, 19:23:07","01/13/2021, 19:28:13","01/13/2021, 19:35:32","01/13/2021, 19:44:54","01/13/2021, 19:48:32","01/23/2021, 15:34:33"
11256,Aurora,TimeTraveler Mail,Chimera 3020,Mothra 4,"01/13/2021, 19:07:39","01/13/2021, 19:12:18","01/13/2021, 19:16:57","01/13/2021, 19:24:31","01/13/2021, 19:28:43","01/13/2021, 19:37:26","01/13/2021, 19:47:58","01/13/2021, 19:52:12","01/18/2021, 11:21:42"
11257,Area 51,TimeTraveler Mail,Chimera 3020,Ghidora 12,"01/13/2021, 19:38:50","01/13/2021, 19:42:45","01/13/2021, 19:47:33","01/13/2021, 19:55:21","01/13/2021, 19:59:58","01/13/2021, 20:08:25","01/13/2021, 20:20:24","01/13/2021, 20:23:36","01/19/2021, 12:34:39"
11258,Roswell,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/13/2021, 20:21:57","01/13/2021, 20:26:55","01/13/2021, 20:30:50","01/13/2021, 20:36:13","01/13/2021, 20:42:17","01/13/2021, 20:49:35","01/13/2021, 20:59:53","01/13/2021, 21:16:48","01/19/2021, 22:45:32"
11259,Area 51,WarpSpeed Delivery,Hydra 2080,Ghidora 12,"01/13/2021, 20:37:49","01/13/2021, 20:43:21","01/13/2021, 20:47:07","01/13/2021, 20:54:38","01/13/2021, 21:00:12","01/13/2021, 21:09:32","01/13/2021, 21:17:38","01/13/2021, 21:21:04","01/19/2021, 02:26:35"
11260,Area 51,WarpSpeed Delivery,Chimera 2080,Mothra 4,"01/13/2021, 20:55:55","01/13/2021, 21:00:44","01/13/2021, 21:05:07","01/13/2021, 21:13:36","01/13/2021, 21:16:44","01/13/2021, 21:23:30","01/17/2021, 23:12:17","01/17/2021, 23:18:30","01/22/2021, 16:08:52"
11261,Area 51,WarpSpeed Delivery,Chimera 3020,Ghidora 12,"01/13/2021, 21:11:46","01/13/2021, 21:16:52","01/13/2021, 21:21:49","01/17/2021, 03:37:27","01/17/2021, 03:43:28","01/17/2021, 03:51:25","01/17/2021, 03:59:14","01/17/2021, 04:02:53","01/22/2021, 15:24:48"
11262,Roswell,WarpSpeed Delivery,Hydra 2080,Ghidora 12,"01/13/2021, 21:30:08","01/13/2021, 21:35:07","01/13/2021, 21:40:11","01/13/2021, 21:49:07","01/13/2021, 21:54:51","01/13/2021, 22:03:05","01/13/2021, 22:12:57","01/13/2021, 22:24:13","01/19/2021, 20:48:47"
11263,Area 51,HyperDrive Carriers,Chimera 3020,Gojira 5,"01/13/2021, 21:43:00","01/13/2021, 21:49:23","01/13/2021, 21:53:36","01/13/2021, 22:02:22","01/13/2021, 22:06:33","01/13/2021, 22:12:49","01/13/2021, 22:23:44","01/13/2021, 22:27:16","01/22/2021, 05:15:49"
11264,Aurora,HyperDrive Carriers,Hydra 2080,Gojira 5,"01/13/2021, 22:14:20","01/13/2021, 22:19:18","01/13/2021, 22:24:03","01/13/2021, 22:31:00","01/13/2021, 22:35:18","01/13/2021, 22:44:13","01/13/2021, 22:53:36","01/13/2021, 22:57:34","01/21/2021, 20:14:02"
11265,Roswell,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/13/2021, 22:19:24","01/13/2021, 22:26:45","01/13/2021, 22:31:14","01/13/2021, 22:39:09","01/13/2021, 22:42:34","01/13/2021, 22:50:27","01/13/2021, 22:56:49","01/13/2021, 23:03:34","01/18/2021, 01:44:06"
11266,Roswell,TimeTraveler Mail,Chimera 2080,Gojira 5,"01/13/2021, 22:38:18","01/13/2021, 22:43:55","01/13/2021, 22:47:55","01/13/2021, 22:53:46","01/13/2021, 22:58:06","01/13/2021, 23:05:01","01/13/2021, 23:12:37","01/13/2021, 23:28:41","01/18/2021, 11:01:00"
11267,Aurora,HyperDrive Carriers,Chimera 3020,Ghidora 12,"01/13/2021, 23:35:10","01/13/2021, 23:38:35","01/13/2021, 23:43:11","01/13/2021, 23:51:36","01/13/2021, 23:55:26","01/14/2021, 00:04:28","01/14/2021, 00:11:03","01/14/2021, 00:14:21","01/24/2021, 17:16:55"
11268,Aurora,WarpSpeed Delivery,Chimera 2080,Gojira 5,"01/13/2021, 23:38:52","01/13/2021, 23:42:55","01/13/2021, 23:47:02","01/13/2021, 23:57:14","01/14/2021, 00:01:32","01/14/2021, 00:08:20","01/14/2021, 00:18:52","01/14/2021, 00:22:18","01/19/2021, 13:00:32"
11269,Aurora,HyperDrive Carriers,Chimera 2080,Mothra 4,"01/13/2021, 23:53:13","01/13/2021, 23:57:36","01/14/2021, 00:00:32","01/14/2021, 00:10:42","01/14/2021, 00:17:14","01/14/2021, 00:22:54","01/14/2021, 00:30:09","01/14/2021, 00:33:40","01/22/2021, 03:13:36"
11270,Aurora,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/14/2021, 00:05:24","01/14/2021, 00:08:43","01/14/2021, 00:14:18","01/14/2021, 00:20:55","01/14/2021, 00:26:30","01/14/2021, 00:35:00","01/14/2021, 00:40:30","01/14/2021, 00:44:05","01/19/2021, 02:54:37"
11271,Aurora,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/14/2021, 00:14:28","01/14/2021, 00:21:29","01/14/2021, 00:26:07","01/14/2021, 00:37:00","01/14/2021, 00:41:15","01/14/2021, 00:48:53","01/14/2021, 00:57:25","01/14/2021, 01:00:55","01/19/2021, 17:41:28"
