Date,Portfolio,Rep,Sector,High,Low
6/28/2019 0:00,P5,John,Energy,6.5241,2.744
6/28/2019 0:00,P1,Paul,Energy,132.5412,100.499
6/28/2019 0:00,P2,George,Consumer Discretionary,508.98,257.74
6/28/2019 0:00,P3,Ringo,Financials,157.5,127.5666
6/28/2019 0:00,P4,John,Consumer Staples,53.638101,42.3458
6/28/2019 0:00,P5,Paul,Health Care,222.5874,139.0914
6/28/2019 0:00,P1,George,Energy,137.6731,87.7002
6/28/2019 0:00,P2,Ringo,Financials,83.6196,66.8752
6/28/2019 0:00,P3,John,Industrials,168.2604,111.5142
6/28/2019 0:00,P4,Paul,Information Technology,43.4098,29.7528
6/28/2019 0:00,P5,George,Financials,82.314,55.0172
6/28/2019 0:00,P1,Ringo,Financials,48.23,30.8798
6/28/2019 0:00,P2,John,Information Technology,94.05,71.867908
6/28/2019 0:00,P3,Paul,Financials,166.26,112.521248
6/28/2019 0:00,P4,George,Utilities,51.3585,40.2486
6/28/2019 0:00,P5,Ringo,Consumer Staples,47.6427,39.4156
6/28/2019 0:00,P1,John,Information Technology,77.6944,53.6648
6/28/2019 0:00,P2,Paul,Consumer Staples,76.3518,64.9348
6/28/2019 0:00,P3,George,Consumer Discretionary,43.56,34.0844
6/28/2019 0:00,P4,Ringo,Financials,98.18,62.7592
6/28/2019 0:00,P5,John,Consumer Staples,42.5136,31.5168
6/28/2019 0:00,P1,Paul,Energy,166.1682,104.5954
6/28/2019 0:00,P2,George,Energy,60.70185,41.4197
6/28/2019 0:00,P3,Ringo,Utilities,90.597,71.1774
6/28/2019 0:00,P4,John,Consumer Staples,224.91,148.9698
6/28/2019 0:00,P5,Paul,Information Technology,35.1,25.7838
6/28/2019 0:00,P1,George,Consumer Staples,201.8788,147
6/28/2019 0:00,P2,Ringo,Consumer Staples,20.7515,13.9552
6/28/2019 0:00,P3,John,Real Estate,112.6706,85.1914
6/28/2019 0:00,P4,Paul,Information Technology,33.1142,26.8324
6/28/2019 0:00,P5,George,Industrials,58.8392,44.5018
6/28/2019 0:00,P1,Ringo,Industrials,196.1218,140.953498
6/28/2019 0:00,P2,John,Consumer Staples,82.32,65.121
6/28/2019 0:00,P3,Paul,Consumer Discretionary,52.2536,28.784168
6/28/2019 0:00,P4,George,Health Care,105.8682,77.3906
6/28/2019 0:00,P5,Ringo,Consumer Discretionary,99.1089,70.266
6/28/2019 0:00,P1,John,Health Care,79.0958,51.4598
6/28/2019 0:00,P2,Paul,Industrials,175.3992,104.5856
6/28/2019 0:00,P3,George,Industrials,62.0058,42.9338
6/28/2019 0:00,P4,Ringo,Health Care,70.3596,51.4843
6/28/2019 0:00,P5,John,Energy,46.305,28.218806
6/28/2019 0:00,P1,Paul,Real Estate,125.9577,99.07898
6/28/2019 0:00,P2,George,Financials,80.2914,56.35
6/28/2019 0:00,P3,Ringo,Consumer Discretionary,30.855,15.6702
6/28/2019 0:00,P4,John,Consumer Discretionary,28.8882,14.6902
6/28/2019 0:00,P5,Paul,Consumer Discretionary,65.835,41.6304
6/28/2019 0:00,P1,George,Consumer Discretionary,105.82,64.6506
6/28/2019 0:00,P2,Ringo,Consumer Discretionary,117.8165,64.3174
6/28/2019 0:00,P3,John,Utilities,86.153,70.1582
6/28/2019 0:00,P4,Paul,Industrials,109.06,73.9998
6/28/2019 0:00,P5,George,Materials,77.8508,62.7298
6/28/2019 0:00,P1,Ringo,Consumer Staples,129.183,81.5654
6/28/2019 0:00,P2,John,Utilities,119.0748,94.6288
6/28/2019 0:00,P3,Paul,Utilities,92.718,71.4714
6/28/2019 0:00,P4,George,Real Estate,29.5372,24.2354
6/28/2019 0:00,P5,Ringo,Information Technology,102.95,66.4048
6/28/2019 0:00,P1,John,Financials,55.44,31.605
6/28/2019 0:00,P2,Paul,Materials,103.0392,74.4996
6/28/2019 0:00,P3,George,Industrials,88.9515,68.061
6/28/2019 0:00,P4,Ringo,Information Technology,47.9298,31.2522
6/28/2019 0:00,P5,John,Materials,141.905,117.2178
6/28/2019 0:00,P1,Paul,Utilities,85.0476,57.5848
6/28/2019 0:00,P2,George,Health Care,138.48,87.416
6/28/2019 0:00,P3,Ringo,Information Technology,131.01,79.6446
6/28/2019 0:00,P4,John,Industrials,73.7055,55.6346
6/28/2019 0:00,P5,Paul,Utilities,87.0705,68.2374
6/28/2019 0:00,P1,George,Health Care,71.54,23.2946
6/28/2019 0:00,P2,Ringo,Energy,120.19,80.3502
6/28/2019 0:00,P3,John,Energy,69.1968,46.1874
6/28/2019 0:00,P4,Paul,Industrials,145.5498,88.9056
6/28/2019 0:00,P5,George,Real Estate,505.2519,354.662
6/28/2019 0:00,P1,Ringo,Real Estate,71.8641,54.9486
6/28/2019 0:00,P2,John,Real Estate,272.7404,209.7494
6/28/2019 0:00,P3,Paul,Consumer Staples,140.1274,80.0562
6/28/2019 0:00,P4,George,Financials,279.9417,204.6338
6/28/2019 0:00,P5,Ringo,Utilities,66.15,54.096
6/28/2019 0:00,P1,John,Utilities,42.2433,32.634
6/28/2019 0:00,P2,Paul,Consumer Discretionary,161,113.239
6/28/2019 0:00,P3,George,Industrials,68.2154,50.9208
6/28/2019 0:00,P4,Ringo,Health Care,84.31985,54.684
6/28/2019 0:00,P5,John,Real Estate,89.4456,69.9132
6/28/2019 0:00,P1,Paul,Energy,89.3,74.529
6/28/2019 0:00,P2,George,Information Technology,148.005,112.3374
6/28/2019 0:00,P3,Ringo,Information Technology,199.2264,129.7912
6/28/2019 0:00,P4,John,Industrials,57.23685,38.9942
6/28/2019 0:00,P5,Paul,Real Estate,146.6658,107.5452
6/28/2019 0:00,P1,George,Industrials,280.1532,179.2322
6/28/2019 0:00,P2,Ringo,Information Technology,105.723,76.0774
6/28/2019 0:00,P3,John,Financials,34.2491,22.736
6/28/2019 0:00,P4,Paul,Utilities,34.5156,27.3714
6/28/2019 0:00,P5,George,Information Technology,142.758,104.076
6/28/2019 0:00,P1,Ringo,Information Technology,53.9376,33.075
6/28/2019 0:00,P2,John,Industrials,51.92,36.7598
6/28/2019 0:00,P3,Paul,Industrials,60.8482,36.294398
6/28/2019 0:00,P4,George,Materials,99.687,55.3994
6/28/2019 0:00,P5,Ringo,Consumer Discretionary,77.0814,27.8516
6/28/2019 0:00,P1,John,Consumer Discretionary,13.2104,9.9862
6/28/2019 0:00,P2,Paul,Industrials,75.1464,53.786712
6/28/2019 0:00,P3,George,Industrials,72.1476,54.145
6/28/2019 0:00,P4,Ringo,Financials,47.1735,36.2698
6/28/2019 0:00,P5,John,Materials,19.845,10.829
6/28/2019 0:00,P1,Paul,Consumer Discretionary,36.0368,20.5996
6/28/2019 0:00,P2,George,Consumer Discretionary,64.3104,47.53
6/28/2019 0:00,P3,Ringo,Information Technology,143.5816,96.0008
6/28/2019 0:00,P4,John,Industrials,229.54,178.3012
6/28/2019 0:00,P5,Paul,Industrials,30.2841,14.4158
6/28/2019 0:00,P1,George,Real Estate,25.2056,18.4534
6/28/2019 0:00,P2,Ringo,Consumer Staples,63.0927,48.657
6/28/2019 0:00,P3,John,Consumer Discretionary,45.8248,31.2816
6/28/2019 0:00,P4,Paul,Consumer Discretionary,108.8275,78.2628
6/28/2019 0:00,P5,George,Health Care,90.4354,62.48382
6/28/2019 0:00,P1,Ringo,Information Technology,110.9948,74.9406
6/28/2019 0:00,P2,John,Financials,279.2658,205.4276
6/28/2019 0:00,P3,Paul,Consumer Discretionary,37.944,28.2338
6/28/2019 0:00,P4,George,Industrials,301.12645,151.9
6/28/2019 0:00,P5,Ringo,Energy,57.2814,37.41738
6/28/2019 0:00,P1,John,Consumer Discretionary,25.9873,18.522
6/28/2019 0:00,P2,Paul,Consumer Discretionary,64.668,43.6296
6/28/2019 0:00,P3,George,Information Technology,163.8834,102.0768
6/28/2019 0:00,P4,Ringo,Financials,59.792,45.423
6/28/2019 0:00,P5,John,Consumer Discretionary,117.362,86.1616
6/28/2019 0:00,P1,Paul,Health Care,107.9084,69.7564
6/28/2019 0:00,P2,George,Real Estate,33.3333,22.344
6/28/2019 0:00,P3,Ringo,Energy,74.2698,41.3168
6/28/2019 0:00,P4,John,Health Care,95.3649,63.9744
6/28/2019 0:00,P5,Paul,Energy,56.5896,36.505
6/28/2019 0:00,P1,George,Information Technology,25.3776,12.5587
6/28/2019 0:00,P2,Ringo,Consumer Discretionary,88.9911,54.6742
6/28/2019 0:00,P3,John,Health Care,45.864,35.0448
6/28/2019 0:00,P4,Paul,Consumer Discretionary,207.605,134.0836
6/28/2019 0:00,P5,George,Industrials,163.4787,116.9238
6/28/2019 0:00,P1,Ringo,Consumer Staples,38,29.155
6/28/2019 0:00,P2,John,Real Estate,21.0994,16.9148
6/28/2019 0:00,P3,Paul,Information Technology,23.618,15.0822
6/28/2019 0:00,P4,George,Health Care,290.4165,185.2298
6/28/2019 0:00,P5,Ringo,Financials,16.1994,11.8972
6/28/2019 0:00,P1,John,Industrials,255.9744,179.7516
6/28/2019 0:00,P2,Paul,Health Care,198.73,137.8174
6/28/2019 0:00,P3,George,Industrials,48.2062,37.0636
6/28/2019 0:00,P4,Ringo,Industrials,177.2793,123.9896
6/28/2019 0:00,P5,John,Health Care,253.9494,154.859894
6/28/2019 0:00,P1,Paul,Health Care,154.6815,82.5258
6/28/2019 0:00,P2,George,Industrials,96.6933,75.7148
6/28/2019 0:00,P3,Ringo,Information Technology,50.3415,32.5654
6/28/2019 0:00,P4,John,Financials,76.1378,55.664
6/28/2019 0:00,P5,Paul,Information Technology,180.9621,136.3474
6/28/2019 0:00,P1,George,Materials,65.6012,48.608
6/28/2019 0:00,P2,Ringo,Consumer Discretionary,25.4529,17.934
6/28/2019 0:00,P3,John,Materials,154.252,113.974
6/28/2019 0:00,P4,Paul,Information Technology,170.59,109.662
6/28/2019 0:00,P5,George,Health Care,447.48,228.4443014
6/28/2019 0:00,P1,Ringo,Financials,38.8143,28.7728
6/28/2019 0:00,P2,John,Health Care,108.4566,74.4212
6/28/2019 0:00,P3,Paul,Real Estate,41.1147,31.409
6/28/2019 0:00,P4,George,Industrials,129.0198,81.683
6/28/2019 0:00,P5,Ringo,Industrials,73.6236,48.3238
6/28/2019 0:00,P1,John,Consumer Staples,140.8064,97.5737
6/28/2019 0:00,P2,Paul,Health Care,148.32,110.887
6/28/2019 0:00,P3,George,Industrials,44.37,33.8198
6/28/2019 0:00,P4,Ringo,Financials,118.526429,80.0023
6/28/2019 0:00,P5,John,Information Technology,31.2696,23.3926
6/28/2019 0:00,P1,Paul,Industrials,112.553,79.9092
6/28/2019 0:00,P2,George,Consumer Staples,78.2238,57.5848
6/28/2019 0:00,P3,Ringo,Financials,22.22,15.9544
6/28/2019 0:00,P4,John,Consumer Staples,138.9342,107.4766
6/28/2019 0:00,P5,Paul,Real Estate,25.15,14.0434
6/28/2019 0:00,P1,George,Energy,23.205,16.2288
6/28/2019 0:00,P2,Ringo,Information Technology,122.8665,84.6034
6/28/2019 0:00,P3,John,Consumer Discretionary,67.7572,34.4568
6/28/2019 0:00,P4,Paul,Consumer Staples,99.7254,70.609
6/28/2019 0:00,P5,George,Consumer Staples,34.4025,19.2962
6/28/2019 0:00,P1,Ringo,Consumer Discretionary,62.469,34.3
6/28/2019 0:00,P2,John,Industrials,220.89205,156.2414
6/28/2019 0:00,P3,Paul,Health Care,183.53215,127.68616
6/28/2019 0:00,P4,George,Information Technology,219.7,110.934236
6/28/2019 0:00,P5,Ringo,Consumer Discretionary,54.4203,41.16
6/28/2019 0:00,P1,John,Consumer Discretionary,71.4483,42.77411194
6/28/2019 0:00,P2,Paul,Financials,28.866,21.7854
6/28/2019 0:00,P3,George,Health Care,89.9809,74.1958
6/28/2019 0:00,P4,Ringo,Financials,86.68,60.221
6/28/2019 0:00,P5,John,Consumer Discretionary,43.8599,27.293
6/28/2019 0:00,P1,Paul,Industrials,361.79,251.272
6/28/2019 0:00,P2,George,Financials,53.59,44.1098
6/28/2019 0:00,P3,Ringo,Consumer Discretionary,107.8902,69.3448
6/28/2019 0:00,P4,John,Materials,120.7305,76.4498
6/28/2019 0:00,P5,Paul,Financials,189.973,138.2976
6/28/2019 0:00,P1,George,Real Estate,70.4273,51.0776
6/28/2019 0:00,P2,Ringo,Consumer Discretionary,33.0554,17.0569
6/28/2019 0:00,P3,John,Energy,19.52,10.339
6/28/2019 0:00,P4,Paul,Energy,72.7947,46.4422
6/28/2019 0:00,P5,George,Consumer Discretionary,149.21,83.66505
6/28/2019 0:00,P1,Ringo,Financials,87.4054,67.9434
6/28/2019 0:00,P2,John,Materials,239.4336,187.2682
6/28/2019 0:00,P3,Paul,Industrials,46.445,30.6642
6/28/2019 0:00,P4,George,Information Technology,173.5678,103.684
6/28/2019 0:00,P5,Ringo,Consumer Discretionary,26.3,12.4558
6/28/2019 0:00,P1,John,Consumer Staples,111.8634,88.445
6/28/2019 0:00,P2,Paul,Consumer Discretionary,176.913,121.8728
6/28/2019 0:00,P3,George,Health Care,180.6486,131.1436
6/28/2019 0:00,P4,Ringo,Health Care,90.6172,73.9312
6/28/2019 0:00,P5,John,Health Care,67.468,52.5574
6/28/2019 0:00,P1,Paul,Financials,56.0142,43.6884
6/28/2019 0:00,P2,George,Health Care,704.2326,450.1532
6/28/2019 0:00,P3,Ringo,Consumer Discretionary,39.1782,24.647
6/28/2019 0:00,P4,John,Consumer Discretionary,71.349,31.7324
6/28/2019 0:00,P5,Paul,Information Technology,98.1783,68.3648
6/28/2019 0:00,P1,George,Information Technology,49.3911,22.1872
6/28/2019 0:00,P2,Ringo,Information Technology,97.9914,61.9556
6/28/2019 0:00,P3,John,Real Estate,113.169,85.211
6/28/2019 0:00,P4,Paul,Consumer Discretionary,286.85,205.702
6/28/2019 0:00,P5,George,Consumer Staples,104.1828,74.2742
6/28/2019 0:00,P1,Ringo,Consumer Staples,47.7023,38.4062
6/28/2019 0:00,P2,John,Materials,123.15,104.8306
6/28/2019 0:00,P3,Paul,Consumer Staples,69.51285,40.1996
6/28/2019 0:00,P4,George,Financials,168.9023,104.3504
6/28/2019 0:00,P5,Ringo,Financials,56.889,39.2588
6/28/2019 0:00,P1,John,Information Technology,108.8578,75.6854
6/28/2019 0:00,P2,Paul,Health Care,46.8636,28.8022
6/28/2019 0:00,P3,George,Financials,81.6242,64.6604
6/28/2019 0:00,P4,Ringo,Energy,42.31395,29.302
6/28/2019 0:00,P5,John,Financials,17.3094,11.25138
6/28/2019 0:00,P1,Paul,Information Technology,62.778702,36.6814
6/28/2019 0:00,P2,George,Information Technology,292.5462,135.4948
6/28/2019 0:00,P3,Ringo,Consumer Discretionary,53.9784,23.373
6/28/2019 0:00,P4,John,Energy,44.6148,23.9218
6/28/2019 0:00,P5,Paul,Materials,41.6196,30.7916
6/28/2019 0:00,P1,George,Consumer Discretionary,17.4629,11.76
6/28/2019 0:00,P2,Ringo,Consumer Discretionary,18.054,12.103
6/28/2019 0:00,P3,John,Utilities,161.2364,121.6964
6/28/2019 0:00,P4,Paul,Industrials,46.6446,33.5356
6/28/2019 0:00,P5,George,Consumer Discretionary,68.1417,49.343
6/28/2019 0:00,P1,Ringo,Utilities,28.0376,21.4914
6/28/2019 0:00,P2,John,Energy,39.6,22.5253
6/28/2019 0:00,P3,Paul,Consumer Discretionary,54.06,37.036552
6/28/2019 0:00,P4,George,Industrials,157.1499,107.0846
6/28/2019 0:00,P5,Ringo,Financials,108.91,81.5066
6/28/2019 0:00,P1,John,Industrials,352.6718,227.3404
6/28/2019 0:00,P2,Paul,Consumer Discretionary,60.8652,46.0208
6/28/2019 0:00,P3,George,Utilities,30.3756,14.2296
6/28/2019 0:00,P4,Ringo,Materials,71.1848,50.6366
6/28/2019 0:00,P5,John,Information Technology,251.7627,93.2666
6/28/2019 0:00,P1,Paul,Consumer Discretionary,284.8146,166.0414
6/28/2019 0:00,P2,George,Energy,76.5282,56.056
6/28/2019 0:00,P3,Ringo,Consumer Discretionary,85.8429,64.0136
6/28/2019 0:00,P4,John,Energy,61.36,46.1972
6/28/2019 0:00,P5,Paul,Information Technology,54.2028,39.2098
6/28/2019 0:00,P1,George,Industrials,78.0962,60.6914
6/28/2019 0:00,P2,Ringo,Materials,132.442916,86.7006
6/28/2019 0:00,P3,John,Industrials,217.056,142.4724
6/28/2019 0:00,P4,Paul,Health Care,49.2609,31.4286
6/28/2019 0:00,P5,George,Information Technology,71.638,53.116
6/28/2019 0:00,P1,Ringo,Information Technology,84.5936,39.1216
6/28/2019 0:00,P2,John,Industrials,75.5884,56.4774
6/28/2019 0:00,P3,Paul,Financials,20.5428,15.6457
6/28/2019 0:00,P4,George,Consumer Staples,123.7351,102.6746
6/28/2019 0:00,P5,Ringo,Health Care,84.49,51.5774
6/28/2019 0:00,P1,John,Health Care,96.8893,62.4064
6/28/2019 0:00,P2,Paul,Health Care,38.6414,31.0366
6/28/2019 0:00,P3,George,Utilities,70.8543,37.681
6/28/2019 0:00,P4,Ringo,Consumer Staples,124.7855,94.7268
6/28/2019 0:00,P5,John,Energy,107.47,73.6323
6/28/2019 0:00,P1,Paul,Utilities,90.6304,72.3338
6/28/2019 0:00,P2,George,Energy,199.83,122.9508
6/28/2019 0:00,P3,Ringo,Financials,156.8686,112.945
6/28/2019 0:00,P4,John,Consumer Discretionary,121.7166,64.7388
6/28/2019 0:00,P5,Paul,Materials,124.511094,97.5786
6/28/2019 0:00,P1,George,Utilities,39.396,28.6209
6/28/2019 0:00,P2,Ringo,Materials,170.289,113.2194
6/28/2019 0:00,P3,John,Consumer Discretionary,2047.3101,1557.22
6/28/2019 0:00,P4,Paul,Financials,77.0967,57.761298
6/28/2019 0:00,P5,George,Consumer Staples,96.5634,78.498
6/28/2019 0:00,P1,Ringo,Financials,57.6675,36.1032
6/28/2019 0:00,P2,John,Real Estate,66.1794,47.7162
6/28/2019 0:00,P3,Paul,Financials,124.5972,95.9224
6/28/2019 0:00,P4,George,Utilities,53.28,40.8366
6/28/2019 0:00,P5,Ringo,Real Estate,234.5321,177.306892
6/28/2019 0:00,P1,John,Consumer Discretionary,34.5058,20.6388
6/28/2019 0:00,P2,Paul,Consumer Discretionary,157.96,82.8394
6/28/2019 0:00,P3,George,Information Technology,83.5352,61.4264
6/28/2019 0:00,P4,Ringo,Information Technology,69.28,47.9416
6/28/2019 0:00,P5,John,Industrials,40.9071,29.6254
6/28/2019 0:00,P1,Paul,Health Care,110.7057,88.298
6/28/2019 0:00,P2,George,Energy,34.7718,12.446
6/28/2019 0:00,P3,Ringo,Financials,97.118,69.923
6/28/2019 0:00,P4,John,Industrials,209.181,144.9028
6/28/2019 0:00,P5,Paul,Real Estate,63.6,47.9122
6/28/2019 0:00,P1,George,Information Technology,133.0546,76.9104
6/28/2019 0:00,P2,Ringo,Real Estate,73.491,55.5268
6/28/2019 0:00,P3,John,Health Care,532.680764,313.11
6/28/2019 0:00,P4,Paul,Financials,19.9,12.74
6/28/2019 0:00,P5,George,Industrials,68.012,56.3794
6/28/2019 0:00,P1,Ringo,Health Care,103.7322,65.6992
6/28/2019 0:00,P2,John,Industrials,59.3782,42.0616
6/28/2019 0:00,P3,Paul,Industrials,206.5056,144.7166
6/28/2019 0:00,P4,George,Industrials,139.63,88.102
6/28/2019 0:00,P5,Ringo,Industrials,287.51085,187.3956
6/28/2019 0:00,P1,John,Consumer Discretionary,85.66,51.793
6/28/2019 0:00,P2,Paul,Consumer Discretionary,137.0065,91.532
6/28/2019 0:00,P3,George,Financials,183.5262,122.1472
6/28/2019 0:00,P4,Ringo,Information Technology,114.52,78.0374
6/28/2019 0:00,P5,John,Real Estate,179.4467,101.4398
6/28/2019 0:00,P1,Paul,Utilities,71.28,34.6038
6/28/2019 0:00,P2,George,Energy,83.5371,59.7996
6/28/2019 0:00,P3,Ringo,Consumer Discretionary,87.9813,63.5726
6/28/2019 0:00,P4,John,Information Technology,55.8855,29.988
6/28/2019 0:00,P5,Paul,Materials,50.1138,40.3956
6/28/2019 0:00,P1,George,Utilities,125.4345,98.6174
6/28/2019 0:00,P2,Ringo,Materials,426.447,295.969898
6/28/2019 0:00,P3,John,Consumer Discretionary,78.7194,45.1682
6/28/2019 0:00,P4,Paul,Real Estate,187.35,147.147
6/28/2019 0:00,P5,George,Information Technology,115.297,88.7194
6/28/2019 0:00,P1,Ringo,Real Estate,116.4934,89.376
6/28/2019 0:00,P2,John,Consumer Discretionary,189.1794,138.0134
6/28/2019 0:00,P3,Paul,Utilities,52.9749,41.7774
6/28/2019 0:00,P4,George,Industrials,65.6453,48.7648
6/28/2019 0:00,P5,Ringo,Consumer Discretionary,174.8538,118.6682
6/28/2019 0:00,P1,John,Consumer Discretionary,63.5726,51.5284
6/28/2019 0:00,P2,Paul,Financials,113.1273,73.7646
6/28/2019 0:00,P3,George,Industrials,88,60.025
6/28/2019 0:00,P4,Ringo,Health Care,171.7,119.5698
6/28/2019 0:00,P5,John,Financials,71.3394,50.9208
6/28/2019 0:00,P1,Paul,Information Technology,33.516,25.137
6/28/2019 0:00,P2,George,Financials,41.4018,25.4898
6/28/2019 0:00,P3,Ringo,Information Technology,92.904,63.455
6/28/2019 0:00,P4,John,Consumer Staples,65.5554,47.873
6/28/2019 0:00,P5,Paul,Financials,122.4714,65.366
6/28/2019 0:00,P1,George,Consumer Discretionary,51.7242,35.9562
6/28/2019 0:00,P2,Ringo,Consumer Discretionary,77.913,47.5888
6/28/2019 0:00,P3,John,Information Technology,107.1477,70.4914
6/28/2019 0:00,P4,Paul,Energy,35.35,24.0394
6/28/2019 0:00,P5,George,Information Technology,119.5425,73.0296
6/28/2019 0:00,P1,Ringo,Industrials,63.4338,44.1
6/28/2019 0:00,P2,John,Financials,58.99,44.0118
6/28/2019 0:00,P3,Paul,Consumer Staples,147.392,121.6082
6/28/2019 0:00,P4,George,Health Care,261.5178,183.2796
6/28/2019 0:00,P5,Ringo,Consumer Staples,115.3251,96.87398
6/28/2019 0:00,P1,John,Materials,33.6728,18.8454
6/28/2019 0:00,P2,Paul,Financials,147.539,111.4848
6/28/2019 0:00,P3,George,Consumer Discretionary,118.422,94.276
6/28/2019 0:00,P4,Ringo,Health Care,230.9688,148.6562
6/28/2019 0:00,P5,John,Consumer Discretionary,110.3256,76.3714
6/28/2019 0:00,P1,Paul,Consumer Discretionary,101.822,84.1624
6/28/2019 0:00,P2,George,Consumer Discretionary,81.46,65.1112
6/28/2019 0:00,P3,Ringo,Financials,91.7231,72.0594
6/28/2019 0:00,P4,John,Information Technology,90.8192,49.9408
6/28/2019 0:00,P5,Paul,Consumer Discretionary,82.68,48.8726
6/28/2019 0:00,P1,George,Industrials,314.9524,199.6456
6/28/2019 0:00,P2,Ringo,Consumer Discretionary,52.7571,28.91
6/28/2019 0:00,P3,John,Consumer Discretionary,39.52635,24.3138
6/28/2019 0:00,P4,Paul,Consumer Discretionary,38.9456,23.814
6/28/2019 0:00,P5,George,Consumer Staples,84.65,56.056
6/28/2019 0:00,P1,Ringo,Financials,58.5,48.5443
6/28/2019 0:00,P2,John,Real Estate,41.5242,32.6438
6/28/2019 0:00,P3,Paul,Consumer Discretionary,308.5628,184.2008
6/28/2019 0:00,P4,George,Consumer Discretionary,23.2254,11.172
6/28/2019 0:00,P5,Ringo,Consumer Discretionary,22.02305,10.1528
6/28/2019 0:00,P1,John,Industrials,143.05,99.0388
6/28/2019 0:00,P2,Paul,Industrials,83.8704,55.3798
6/28/2019 0:00,P3,George,Health Care,245.7742,153.3602
6/28/2019 0:00,P4,Ringo,Industrials,138.2406,100.0776
6/28/2019 0:00,P5,John,Industrials,192.78,98.60858
6/28/2019 0:00,P1,Paul,Industrials,139.24,104.909
6/28/2019 0:00,P2,George,Health Care,131.0374,93.3548
6/28/2019 0:00,P3,Ringo,Financials,57.5554,42.679
6/28/2019 0:00,P4,John,Consumer Discretionary,82.95,47.089
6/28/2019 0:00,P5,Paul,Energy,101.949,59.4762
6/28/2019 0:00,P1,George,Health Care,132.8958,76.1754
6/28/2019 0:00,P2,Ringo,Real Estate,73.8072,50.764
6/28/2019 0:00,P3,John,Information Technology,115.9144,79.5466
6/28/2019 0:00,P4,Paul,Industrials,101.5454,74.088
6/28/2019 0:00,P5,George,Telecommunication Services,55.8654,41.944
6/28/2019 0:00,P1,Ringo,Health Care,176.70455,82.7022
6/28/2019 0:00,P2,John,Consumer Discretionary,47.1872,21.6874
6/28/2019 0:00,P3,Paul,Information Technology,129.4176,83.1824
6/28/2019 0:00,P4,George,Real Estate,110.6028,64.689898
6/28/2019 0:00,P5,Ringo,Materials,138.376,106.771
6/28/2019 0:00,P1,John,Consumer Staples,112.1796,65.5522
6/28/2019 0:00,P2,Paul,Consumer Staples,88.88,62.5436
6/28/2019 0:00,P3,George,Industrials,89.73,68.159
6/28/2019 0:00,P4,Ringo,Health Care,217.998,143.0212
6/28/2019 0:00,P5,John,Utilities,70.7909,55.4974
6/28/2019 0:00,P1,Paul,Financials,64.9838,48.2846
6/28/2019 0:00,P2,George,Real Estate,78.17,54.1842
6/28/2019 0:00,P3,Ringo,Information Technology,97.6854,69.9524
6/28/2019 0:00,P4,John,Information Technology,22.6542,18.0222
6/28/2019 0:00,P5,Paul,Materials,70.8345,48.2454
6/28/2019 0:00,P1,George,Real Estate,38.6478,30.331392
6/28/2019 0:00,P2,Ringo,Consumer Discretionary,207.0498,155.624
6/28/2019 0:00,P3,John,Energy,33.3333,26.282424
6/28/2019 0:00,P4,Paul,Financials,163.35,118.45162
6/28/2019 0:00,P5,George,Consumer Discretionary,127.96,78.5078
6/28/2019 0:00,P1,Ringo,Consumer Discretionary,199.5574,90.8166
6/28/2019 0:00,P2,John,Utilities,52.7422,40.3368
6/28/2019 0:00,P3,Paul,Information Technology,37.0458,26.1072
6/28/2019 0:00,P4,George,Information Technology,78.0326,53.8902
6/28/2019 0:00,P5,Ringo,Financials,46.3246,33.0946
6/28/2019 0:00,P1,John,Industrials,75.2738,45.9228
6/28/2019 0:00,P2,Paul,Consumer Discretionary,86.0607,61.593
6/28/2019 0:00,P3,George,Health Care,134.8249,106.0066
6/28/2019 0:00,P4,Ringo,Financials,56.7222,37.6614
6/28/2019 0:00,P5,John,Health Care,80.13,50.96
7/31/2019 0:00,P1,John,Industrials,259.77,171.9802
7/31/2019 0:00,P2,Paul,Industrials,68.39,47.9465
7/31/2019 0:00,P3,George,Health Care,63.954,41.4344
7/31/2019 0:00,P4,Ringo,Health Care,124.6014,58.849
7/31/2019 0:00,P5,John,Information Technology,159.348,112.5236
7/31/2019 0:00,P1,Paul,Information Technology,75.69445,38.1514
7/31/2019 0:00,P2,George,Industrials,220.8528,139.16
7/31/2019 0:00,P3,Ringo,Information Technology,204.45,112.16198
7/31/2019 0:00,P4,John,Consumer Discretionary,166.159,77.2338
7/31/2019 0:00,P5,Paul,Information Technology,15.4935,9.506
7/31/2019 0:00,P1,George,Utilities,12.1705,9.8
7/31/2019 0:00,P2,Ringo,Health Care,190.512,117.1198
7/31/2019 0:00,P3,John,Financials,219.16495,145.8338
7/31/2019 0:00,P4,Paul,Financials,92.6473,67.424
7/31/2019 0:00,P5,George,Health Care,75.75,48.2454
7/31/2019 0:00,P1,Ringo,Materials,175.17,130.957498
7/31/2019 0:00,P2,John,Information Technology,68.1688,43.757
7/31/2019 0:00,P3,Paul,Industrials,100.4157,58.065
7/31/2019 0:00,P4,George,Materials,146.4399,88.543
7/31/2019 0:00,P5,Ringo,Real Estate,131.6826,104.7522
7/31/2019 0:00,P1,John,Health Care,149.34,94.2564
7/31/2019 0:00,P2,Paul,Health Care,293.0664,90.7578
7/31/2019 0:00,P3,George,Industrials,90.7081,65.3856
7/31/2019 0:00,P4,Ringo,Health Care,256.8,156.8686
7/31/2019 0:00,P5,John,Information Technology,281.1133,204.82
7/31/2019 0:00,P1,Paul,Utilities,44.639,36.1032
